Date,Time (est),Month,Temperature,Relative Humidity,Dwpt
20,19:54,8,72,73.0,30.03
20,20:54,8,72,73.0,30.03
20,21:54,8,73,71.0,30.04
20,22:54,8,73,71.0,30.04
20,23:54,8,71,73.0,30.03
21,00:54,8,70,73.0,30.03
21,01:54,8,71,71.0,30.03
21,02:54,8,70,76.0,30.01
21,03:54,8,71,73.0,30.01
21,04:54,8,69,81.0,30
21,05:54,8,72,73.0,30
21,06:54,8,76,74.0,30
21,07:54,8,80,71.0,29.99
21,08:54,8,81,67.0,29.98
21,09:54,8,82,67.0,29.96
21,10:54,8,82,67.0,29.95
21,11:54,8,87,55.0,29.92
21,12:54,8,87,59.0,29.89
21,13:54,8,83,63.0,29.87
21,14:54,8,82,69.0,29.88
21,15:54,8,78,82.0,29.86
21,16:54,8,78,85.0,29.85
21,17:54,8,78,79.0,29.83
21,18:54,8,78,82.0,29.83
21,19:54,8,78,85.0,29.83
21,20:54,8,79,79.0,29.81
21,21:54,8,76,77.0,29.82
21,22:54,8,74,82.0,29.83
21,23:54,8,74,79.0,29.83
22,00:54,8,73,79.0,29.82
22,01:54,8,73,79.0,29.82
22,02:54,8,73,81.0,29.82
22,03:54,8,73,84.0,29.82
22,04:54,8,72,87.0,29.82
22,05:54,8,72,91.0,29.84
22,06:54,8,73,90.0,29.84
22,07:54,8,78,79.0,29.84
22,08:54,8,82,72.0,29.84
22,09:54,8,84,70.0,29.83
22,10:54,8,86,67.0,29.82
22,11:54,8,90,52.0,29.8
22,12:54,8,91,49.0,29.8
22,13:54,8,91,47.0,29.79
22,14:54,8,93,37.0,29.79
22,15:54,8,91,39.0,29.79
22,16:54,8,89,42.0,29.79
22,17:54,8,87,45.0,29.81
22,18:54,8,86,45.0,29.81
22,19:54,8,85,45.0,29.83
22,20:54,8,83,48.0,29.84
22,21:54,8,81,47.0,29.85
22,22:54,8,81,42.0,29.86
22,23:54,8,79,44.0,29.88
23,00:54,8,78,43.0,29.88
23,01:54,8,77,47.0,29.88
23,02:54,8,76,48.0,29.89
23,03:54,8,74,50.0,29.89
23,04:54,8,73,53.0,29.91
23,05:54,8,71,61.0,29.95
23,06:54,8,71,63.0,29.94
23,07:54,8,72,61.0,29.95
23,08:54,8,74,56.0,29.96
23,09:54,8,75,50.0,29.96
23,10:54,8,77,45.0,29.96
23,11:54,8,78,43.0,29.94
23,12:54,8,81,37.0,29.93
23,13:54,8,81,33.0,29.93
23,14:54,8,81,35.0,29.95
23,15:54,8,78,40.0,29.95
23,16:54,8,78,42.0,29.95
23,17:54,8,79,38.0,29.95
23,18:54,8,77,39.0,29.97
23,19:54,8,75,41.0,29.99
23,20:54,8,73,43.0,30.01
23,21:54,8,71,44.0,30.01
23,22:54,8,70,46.0,30.03
23,23:54,8,68,49.0,30.05
24,00:54,8,66,52.0,30.06
24,01:54,8,65,56.0,30.07
24,02:54,8,64,58.0,30.07
24,03:54,8,63,58.0,30.08
24,04:54,8,62,60.0,30.09
24,05:54,8,63,58.0,30.11
24,06:54,8,66,54.0,30.14
24,07:54,8,69,49.0,30.14
24,08:54,8,72,46.0,30.15
24,09:54,8,73,48.0,30.16
24,10:54,8,72,52.0,30.16
24,11:54,8,71,59.0,30.17
24,12:54,8,71,59.0,30.18
24,13:54,8,71,61.0,30.19
24,14:54,8,70,61.0,30.2
24,15:54,8,70,61.0,30.21
24,16:54,8,70,59.0,30.21
24,17:54,8,68,68.0,30.23
24,18:54,8,67,71.0,30.25
24,19:54,8,66,75.0,30.27
24,20:54,8,66,75.0,30.28
24,21:54,8,65,76.0,30.29
24,22:54,8,65,76.0,30.29
24,23:54,8,65,73.0,30.29
25,00:54,8,64,75.0,30.29
25,01:54,8,64,78.0,30.28
25,02:54,8,63,81.0,30.28
25,03:54,8,63,78.0,30.28
25,04:54,8,62,78.0,30.29
25,05:54,8,64,73.0,30.31
25,06:54,8,67,66.0,30.32
25,07:54,8,67,66.0,30.32
25,08:54,8,68,65.0,30.33
25,09:54,8,68,65.0,30.33
25,10:54,8,67,66.0,30.34
25,11:54,8,70,59.0,30.34
25,12:54,8,68,63.0,30.34
25,13:54,8,68,59.0,30.33
25,14:54,8,68,57.0,30.32
25,15:54,8,67,57.0,30.31
25,16:54,8,66,61.0,30.3
25,17:54,8,65,63.0,30.29
25,18:54,8,63,73.0,30.29
25,19:54,8,63,70.0,30.3
25,20:54,8,62,73.0,30.3
25,21:54,8,61,78.0,30.29
25,22:54,8,60,78.0,30.27
25,23:54,8,59,75.0,30.27
26,00:54,8,58,72.0,30.27
26,01:54,8,58,75.0,30.27
26,02:54,8,57,81.0,30.24
26,03:54,8,58,78.0,30.24
26,04:54,8,58,81.0,30.24
26,05:54,8,59,78.0,30.25
26,06:54,8,63,68.0,30.27
26,07:54,8,67,61.0,30.26
26,08:54,8,70,55.0,30.25
26,09:54,8,71,53.0,30.24
26,10:54,8,72,50.0,30.24
26,11:54,8,71,53.0,30.24
26,12:54,8,71,49.0,30.24
26,13:54,8,71,55.0,30.22
26,14:54,8,70,59.0,30.2
26,15:54,8,69,61.0,30.19
26,16:54,8,68,65.0,30.18
26,17:54,8,66,68.0,30.17
26,18:54,8,65,70.0,30.16
26,19:54,8,64,73.0,30.17
26,20:54,8,64,73.0,30.17
26,21:54,8,63,78.0,30.16
26,22:54,8,63,75.0,30.16
26,23:54,8,62,75.0,30.15
27,00:54,8,61,75.0,30.14
27,01:54,8,61,81.0,30.13
27,02:54,8,60,78.0,30.13
27,03:54,8,59,78.0,30.12
27,04:54,8,59,78.0,30.11
27,05:54,8,61,75.0,30.11
27,06:54,8,64,70.0,30.12
27,07:54,8,68,57.0,30.12
27,08:54,8,71,41.0,30.11
27,09:54,8,73,43.0,30.1
27,10:54,8,73,46.0,30.09
27,11:54,8,74,43.0,30.07
27,12:54,8,70,61.0,30.05
27,13:54,8,73,50.0,30.04
27,14:54,8,71,53.0,30.03
27,15:54,8,70,49.0,30.02
27,16:54,8,71,57.0,30.01
27,17:54,8,72,59.0,30.01
27,18:54,8,71,61.0,30.02
27,19:54,8,69,68.0,30.04
27,20:54,8,68,65.0,30.04
27,21:54,8,67,68.0,30.03
27,22:54,8,67,68.0,30.03
27,23:54,8,67,66.0,30.02
28,00:54,8,67,66.0,30.01
28,01:54,8,66,68.0,30
28,02:54,8,66,65.0,29.99
28,03:54,8,63,75.0,29.98
28,04:54,8,63,75.0,29.98
28,05:54,8,65,73.0,29.99
28,06:54,8,67,68.0,29.98
28,07:54,8,70,66.0,29.98
28,08:54,8,70,73.0,29.97
28,09:54,8,74,67.0,29.97
28,10:54,8,74,67.0,29.95
28,11:54,8,73,66.0,29.93
28,12:54,8,73,66.0,29.92
28,13:54,8,71,71.0,29.9
28,14:54,8,70,71.0,29.88
28,15:54,8,68,84.0,29.88
28,16:54,8,68,87.0,29.86
28,17:54,8,69,87.0,29.83
28,18:54,8,69,87.0,29.83
28,19:54,8,70,90.0,29.83
28,20:54,8,71,87.0,29.82
28,21:54,8,70,90.0,29.8
28,22:54,8,71,87.0,29.79
28,23:54,8,72,87.0,29.78
29,00:54,8,71,90.0,29.78
29,01:54,8,70,87.0,29.77
29,02:54,8,70,87.0,29.77
29,03:54,8,69,87.0,29.76
29,04:54,8,68,90.0,29.78
29,05:54,8,69,84.0,29.8
29,06:54,8,70,82.0,29.79
29,07:54,8,70,82.0,29.78
29,08:54,8,75,64.0,29.8
29,09:54,8,76,62.0,29.82
29,10:54,8,79,56.0,29.81
29,11:54,8,81,53.0,29.8
29,12:54,8,79,62.0,29.79
29,13:54,8,81,58.0,29.78
29,14:54,8,80,58.0,29.77
29,15:54,8,85,37.0,29.78
29,16:54,8,86,35.0,29.79
29,17:54,8,85,35.0,29.81
29,18:54,8,81,41.0,29.85
29,19:54,8,78,45.0,29.88
29,20:54,8,76,48.0,29.9
29,21:54,8,74,50.0,29.91
29,22:54,8,72,53.0,29.92
29,23:54,8,72,53.0,29.93
30,00:54,8,70,59.0,29.93
30,01:54,8,69,61.0,29.94
30,02:54,8,67,68.0,29.94
30,03:54,8,67,66.0,29.95
30,04:54,8,65,70.0,29.97
30,05:54,8,70,59.0,29.97
30,06:54,8,72,53.0,29.98
30,07:54,8,75,50.0,29.98
30,08:54,8,79,44.0,29.97
30,09:54,8,82,40.0,29.96
30,10:54,8,83,38.0,29.96
30,11:54,8,85,37.0,29.93
30,12:54,8,86,40.0,29.93
30,13:54,8,86,40.0,29.92
30,14:54,8,87,40.0,29.92
30,15:54,8,86,43.0,29.92
30,16:54,8,84,46.0,29.93
30,17:54,8,82,49.0,29.95
30,18:54,8,81,53.0,29.97
30,19:54,8,79,56.0,29.99
30,20:54,8,79,56.0,30.02
30,21:54,8,78,58.0,30.03
30,22:54,8,78,47.0,30.06
30,23:54,8,77,40.0,30.07
31,00:54,8,75,43.0,30.08
31,01:54,8,73,46.0,30.08
31,02:54,8,71,49.0,30.09
31,03:54,8,70,51.0,30.11
31,04:54,8,70,49.0,30.13
31,05:54,8,69,53.0,30.15
31,06:54,8,72,50.0,30.16
31,07:54,8,74,48.0,30.17
31,08:54,8,78,35.0,30.17
31,09:54,8,78,37.0,30.18
31,10:54,8,79,35.0,30.17
31,11:54,8,79,32.0,30.17
31,12:54,8,80,29.0,30.16
31,13:54,8,81,30.0,30.17
31,14:54,8,80,33.0,30.18
31,15:54,8,80,33.0,30.18
31,16:54,8,79,34.0,30.2
31,17:54,8,77,33.0,30.22
31,18:54,8,75,39.0,30.23
31,19:54,8,73,44.0,30.25
31,20:54,8,72,44.0,30.26
31,21:54,8,71,47.0,30.27
31,22:54,8,70,49.0,30.29
31,23:54,8,68,55.0,30.29
1,00:54,9,66,56.0,30.32
1,01:54,9,65,59.0,30.32
1,02:54,9,64,60.0,30.33
1,03:54,9,63,63.0,30.35
1,04:54,9,62,65.0,30.36
1,05:54,9,63,63.0,30.36
1,06:54,9,66,59.0,30.38
1,07:54,9,68,61.0,30.38
1,08:54,9,71,57.0,30.39
1,09:54,9,71,59.0,30.4
1,10:54,9,71,57.0,30.39
1,11:54,9,71,55.0,30.38
1,12:54,9,71,59.0,30.37
1,13:54,9,70,64.0,30.35
1,14:54,9,70,64.0,30.34
1,15:54,9,68,65.0,30.33
1,16:54,9,68,68.0,30.33
1,17:54,9,67,71.0,30.31
1,18:54,9,66,70.0,30.31
1,19:54,9,66,75.0,30.31
1,20:54,9,65,78.0,30.3
1,21:54,9,65,78.0,30.29
1,22:54,9,65,78.0,30.27
1,23:54,9,65,78.0,30.26
2,00:54,9,65,73.0,30.24
2,01:54,9,64,78.0,30.21
2,02:54,9,64,78.0,30.2
2,03:54,9,63,81.0,30.19
2,04:54,9,62,84.0,30.18
2,05:54,9,63,84.0,30.18
2,06:54,9,64,81.0,30.16
2,07:54,9,68,70.0,30.15
2,08:54,9,70,61.0,30.13
2,09:54,9,74,50.0,30.11
2,10:54,9,73,55.0,30.08
2,11:54,9,74,57.0,30.06
2,12:54,9,76,54.0,30.02
2,13:54,9,77,54.0,29.99
2,14:54,9,75,62.0,29.97
2,15:54,9,73,71.0,29.97
2,16:54,9,72,76.0,29.95
2,17:54,9,70,84.0,29.94
2,18:54,9,69,87.0,29.94
2,19:54,9,70,87.0,29.96
2,20:54,9,72,82.0,29.96
2,21:54,9,72,82.0,29.93
2,22:54,9,72,82.0,29.93
2,23:54,9,70,87.0,29.93
3,00:54,9,70,84.0,29.95
3,01:54,9,70,79.0,29.96
3,02:54,9,69,81.0,29.96
3,03:54,9,68,76.0,29.95
3,04:54,9,67,76.0,29.98
3,05:54,9,68,73.0,29.99
3,06:54,9,68,70.0,30.03
3,07:54,9,71,66.0,30.03
3,08:54,9,73,59.0,30.05
3,09:54,9,75,58.0,30.05
3,10:54,9,74,64.0,30.04
3,11:54,9,75,55.0,30.04
3,12:54,9,74,60.0,30.03
3,13:54,9,73,64.0,30.02
3,14:54,9,73,64.0,30.02
3,15:54,9,71,68.0,30.03
3,16:54,9,72,64.0,30.02
3,17:54,9,70,64.0,30.03
3,18:54,9,69,68.0,30.03
3,19:54,9,68,68.0,30.05
3,20:54,9,68,73.0,30.05
3,21:54,9,67,76.0,30.05
3,22:54,9,66,81.0,30.05
3,23:54,9,66,81.0,30.06
4,00:54,9,66,87.0,30.03
4,01:54,9,66,87.0,30.01
4,02:54,9,66,87.0,30
4,03:54,9,65,87.0,29.98
4,04:54,9,65,87.0,30
4,05:54,9,66,81.0,30.02
4,06:54,9,68,81.0,30
4,07:54,9,71,76.0,29.98
4,08:54,9,73,76.0,29.96
4,09:54,9,76,72.0,29.94
4,10:54,9,81,58.0,29.91
4,11:54,9,82,58.0,29.88
4,12:54,9,83,59.0,29.85
4,13:54,9,86,49.0,29.82
4,14:54,9,84,55.0,29.81
4,15:54,9,84,55.0,29.81
4,16:54,9,81,65.0,29.82
4,17:54,9,79,72.0,29.85
4,18:54,9,76,74.0,29.88
4,19:54,9,79,58.0,29.89
4,20:54,9,76,60.0,29.91
4,21:54,9,74,62.0,29.92
4,22:54,9,71,66.0,29.93
4,23:54,9,70,66.0,29.97
5,00:54,9,68,70.0,29.97
5,01:54,9,67,68.0,29.99
5,02:54,9,65,66.0,30.01
5,03:54,9,63,56.0,30.03
5,04:54,9,62,56.0,30.05
5,05:54,9,62,56.0,30.07
5,06:54,9,64,50.0,30.08
5,07:54,9,66,49.0,30.1
5,08:54,9,67,51.0,30.09
5,09:54,9,68,47.0,30.1
5,10:54,9,69,45.0,30.09
5,11:54,9,68,47.0,30.09
5,12:54,9,68,49.0,30.09
5,13:54,9,67,47.0,30.08
5,14:54,9,67,49.0,30.06
5,15:54,9,66,52.0,30.07
5,16:54,9,65,54.0,30.07
5,17:54,9,64,58.0,30.06
5,18:54,9,63,65.0,30.06
5,19:54,9,63,65.0,30.07
5,20:54,9,62,67.0,30.07
5,21:54,9,62,67.0,30.06
5,22:54,9,62,65.0,30.06
5,23:54,9,62,67.0,30.07
6,00:54,9,61,72.0,30.05
6,01:54,9,62,70.0,30.04
6,02:54,9,62,73.0,30.04
6,03:54,9,61,75.0,30.04
6,04:54,9,60,80.0,30.05
6,05:54,9,61,75.0,30.06
6,06:54,9,62,75.0,30.05
6,07:54,9,64,73.0,30.05
6,08:54,9,66,70.0,30.04
6,09:54,9,68,70.0,30.04
6,10:54,9,68,68.0,30.03
6,11:54,9,68,70.0,30.02
6,12:54,9,68,73.0,30
6,13:54,9,68,70.0,29.96
6,14:54,9,67,71.0,29.94
6,15:54,9,67,71.0,29.92
6,16:54,9,66,70.0,29.91
6,17:54,9,66,68.0,29.9
6,18:54,9,66,65.0,29.87
6,19:54,9,66,70.0,29.86
6,20:54,9,66,65.0,29.84
6,21:54,9,66,63.0,29.81
6,22:54,9,65,66.0,29.78
6,23:54,9,64,70.0,29.75
7,00:54,9,61,81.0,29.72
7,01:54,9,61,78.0,29.71
7,02:54,9,59,81.0,29.68
7,03:54,9,57,83.0,29.68
7,04:54,9,57,81.0,29.68
7,05:54,9,58,78.0,29.67
7,06:54,9,59,75.0,29.69
7,07:54,9,59,75.0,29.7
7,08:54,9,59,72.0,29.7
7,09:54,9,60,72.0,29.71
7,10:54,9,64,63.0,29.71
7,11:54,9,69,53.0,29.7
7,12:54,9,72,44.0,29.71
7,13:54,9,71,44.0,29.71
7,14:54,9,74,41.0,29.72
7,15:54,9,73,41.0,29.72
7,16:54,9,74,41.0,29.73
7,17:54,9,71,47.0,29.74
7,18:54,9,72,44.0,29.75
7,19:54,9,70,49.0,29.77
7,20:54,9,69,53.0,29.79
7,21:54,9,68,57.0,29.79
7,22:54,9,66,61.0,29.8
7,23:54,9,65,63.0,29.81
8,00:54,9,62,70.0,29.82
8,01:54,9,63,65.0,29.83
8,02:54,9,63,65.0,29.85
8,03:54,9,62,67.0,29.86
8,04:54,9,62,67.0,29.89
8,05:54,9,62,67.0,29.92
8,06:54,9,64,63.0,29.94
8,07:54,9,67,57.0,29.96
8,08:54,9,69,51.0,29.97
8,09:54,9,71,47.0,29.98
8,10:54,9,73,46.0,29.97
8,11:54,9,76,42.0,29.98
8,12:54,9,74,40.0,29.99
8,13:54,9,78,36.0,29.99
8,14:54,9,75,39.0,30
8,15:54,9,76,39.0,30.01
8,16:54,9,75,39.0,30.04
8,17:54,9,73,37.0,30.06
8,18:54,9,72,41.0,30.08
8,19:54,9,70,49.0,30.11
8,20:54,9,67,59.0,30.15
8,21:54,9,66,52.0,30.16
8,22:54,9,63,63.0,30.16
8,23:54,9,65,52.0,30.18
9,00:54,9,64,56.0,30.18
9,01:54,9,63,56.0,30.19
9,02:54,9,61,63.0,30.2
9,03:54,9,60,65.0,30.21
9,04:54,9,60,65.0,30.23
9,05:54,9,60,65.0,30.24
9,06:54,9,63,60.0,30.26
9,07:54,9,66,54.0,30.28
9,08:54,9,68,61.0,30.29
9,09:54,9,68,59.0,30.3
9,10:54,9,68,61.0,30.29
9,11:54,9,69,61.0,30.29
9,12:54,9,68,61.0,30.28
9,13:54,9,69,61.0,30.26
9,14:54,9,69,55.0,30.26
9,15:54,9,68,61.0,30.26
9,16:54,9,68,63.0,30.27
9,17:54,9,67,66.0,30.27
9,18:54,9,66,68.0,30.28
9,19:54,9,65,73.0,30.3
9,20:54,9,65,76.0,30.3
9,21:54,9,64,78.0,30.31
9,22:54,9,65,78.0,30.31
9,23:54,9,64,84.0,30.32
10,00:54,9,64,84.0,30.33
10,01:54,9,65,81.0,30.32
10,02:54,9,64,84.0,30.33
10,03:54,9,64,87.0,30.33
10,04:54,9,64,87.0,30.35
10,05:54,9,64,84.0,30.36
10,06:54,9,65,84.0,30.38
10,07:54,9,67,79.0,30.39
10,08:54,9,68,76.0,30.39
10,09:54,9,69,70.0,30.39
10,10:54,9,70,71.0,30.37
10,11:54,9,70,64.0,30.36
10,12:54,9,70,68.0,30.35
10,13:54,9,68,73.0,30.32
10,14:54,9,70,68.0,30.31
10,15:54,9,70,71.0,30.3
10,16:54,9,70,71.0,30.29
10,17:54,9,72,57.0,30.28
10,18:54,9,71,59.0,30.28
10,19:54,9,69,70.0,30.27
10,20:54,9,68,76.0,30.26
10,21:54,9,68,78.0,30.25
10,22:54,9,67,84.0,30.22
10,23:54,9,69,78.0,30.2
11,00:54,9,69,78.0,30.19
11,01:54,9,70,76.0,30.16
11,02:54,9,71,71.0,30.17
11,03:54,9,71,73.0,30.15
11,04:54,9,71,73.0,30.15
11,05:54,9,72,71.0,30.15
11,06:54,9,73,71.0,30.13
11,07:54,9,75,69.0,30.11
11,08:54,9,77,64.0,30.11
11,09:54,9,77,64.0,30.08
11,10:54,9,78,64.0,30.06
11,11:54,9,82,58.0,30.02
11,12:54,9,83,57.0,30.01
11,13:54,9,84,55.0,29.99
11,14:54,9,86,51.0,29.98
11,15:54,9,87,50.0,29.98
11,16:54,9,86,49.0,29.97
11,17:54,9,84,55.0,29.97
11,18:54,9,82,60.0,29.98
11,19:54,9,83,61.0,29.99
11,20:54,9,78,71.0,30.01
11,21:54,9,77,74.0,30.01
11,22:54,9,76,77.0,29.99
11,23:54,9,75,79.0,29.99
12,00:54,9,76,72.0,29.98
12,01:54,9,75,76.0,29.98
12,02:54,9,74,76.0,29.99
12,03:54,9,71,79.0,30.01
12,04:54,9,69,76.0,30.04
12,05:54,9,68,76.0,30.05
12,06:54,9,67,79.0,30.09
12,07:54,9,64,81.0,30.11
12,08:54,9,64,75.0,30.14
12,09:54,9,63,78.0,30.15
12,10:54,9,61,81.0,30.16
12,11:54,9,61,81.0,30.16
12,12:54,9,61,75.0,30.16
12,13:54,9,62,70.0,30.17
12,14:54,9,62,67.0,30.18
12,15:54,9,63,65.0,30.21
12,16:54,9,62,65.0,30.22
12,17:54,9,61,67.0,30.24
12,18:54,9,60,72.0,30.26
12,19:54,9,60,72.0,30.28
12,20:54,9,60,72.0,30.3
12,21:54,9,60,72.0,30.3
12,22:54,9,59,75.0,30.31
12,23:54,9,58,78.0,30.32
13,00:54,9,58,78.0,30.33
13,01:54,9,57,78.0,30.34
13,02:54,9,57,81.0,30.35
13,03:54,9,56,77.0,30.38
13,04:54,9,54,77.0,30.4
13,05:54,9,56,77.0,30.42
13,06:54,9,60,72.0,30.45
13,07:54,9,65,49.0,30.48
13,08:54,9,66,49.0,30.5
13,09:54,9,67,44.0,30.52
13,10:54,9,66,47.0,30.52
13,11:54,9,67,45.0,30.51
13,12:54,9,66,47.0,30.51
13,13:54,9,66,43.0,30.51
13,14:54,9,65,42.0,30.5
13,15:54,9,64,41.0,30.51
13,16:54,9,63,43.0,30.51
13,17:54,9,61,48.0,30.49
13,18:54,9,60,52.0,30.48
13,19:54,9,60,56.0,30.48
13,20:54,9,60,58.0,30.48
13,21:54,9,59,62.0,30.47
13,22:54,9,57,67.0,30.46
13,23:54,9,55,69.0,30.46
14,00:54,9,57,67.0,30.45
14,01:54,9,55,69.0,30.43
14,02:54,9,53,74.0,30.41
14,03:54,9,55,74.0,30.4
14,04:54,9,54,77.0,30.39
14,05:54,9,56,75.0,30.39
14,06:54,9,58,75.0,30.38
14,07:54,9,60,72.0,30.36
14,08:54,9,63,70.0,30.35
14,09:54,9,68,63.0,30.32
14,10:54,9,71,61.0,30.29
14,11:54,9,72,55.0,30.27
14,12:54,9,71,59.0,30.24
14,13:54,9,67,79.0,30.23
14,14:54,9,70,73.0,30.21
14,15:54,9,70,73.0,30.19
14,16:54,9,70,76.0,30.18
14,17:54,9,70,73.0,30.17
14,18:54,9,70,73.0,30.17
14,19:54,9,70,76.0,30.16
14,20:54,9,70,79.0,30.16
14,21:54,9,70,79.0,30.14
14,22:54,9,69,84.0,30.13
14,23:54,9,69,87.0,30.14
15,00:54,9,69,87.0,30.12
15,01:54,9,68,87.0,30.11
15,02:54,9,68,87.0,30.11
15,03:54,9,68,84.0,30.11
15,04:54,9,69,78.0,30.12
15,05:54,9,68,78.0,30.13
15,06:54,9,69,76.0,30.13
15,07:54,9,71,68.0,30.13
15,08:54,9,74,54.0,30.12
15,09:54,9,76,48.0,30.11
15,10:54,9,78,40.0,30.09
15,11:54,9,79,41.0,30.07
15,12:54,9,80,38.0,30.05
15,13:54,9,81,35.0,30.03
15,14:54,9,81,37.0,30.01
15,15:54,9,80,38.0,30.02
15,16:54,9,78,42.0,30.02
15,17:54,9,77,43.0,30.03
15,18:54,9,76,43.0,30.02
15,19:54,9,75,45.0,30.02
15,20:54,9,74,48.0,30.02
15,21:54,9,72,53.0,30.02
15,22:54,9,71,57.0,30.03
15,23:54,9,70,59.0,30.03
16,00:54,9,69,61.0,30.02
16,01:54,9,67,66.0,30.03
16,02:54,9,67,66.0,30.03
16,03:54,9,66,65.0,30.03
16,04:54,9,64,63.0,30.05
16,05:54,9,64,58.0,30.07
16,06:54,9,65,54.0,30.07
16,07:54,9,66,49.0,30.07
16,08:54,9,67,47.0,30.06
16,09:54,9,69,41.0,30.05
16,10:54,9,70,39.0,30.04
16,11:54,9,72,38.0,30.02
16,12:54,9,73,37.0,30.01
16,13:54,9,74,36.0,29.99
16,14:54,9,73,37.0,29.99
16,15:54,9,73,37.0,29.98
16,16:54,9,72,40.0,30
16,17:54,9,70,42.0,30.01
16,18:54,9,68,44.0,30.03
16,19:54,9,67,47.0,30.04
16,20:54,9,66,45.0,30.05
16,21:54,9,64,50.0,30.06
16,22:54,9,63,54.0,30.06
16,23:54,9,62,56.0,30.07
17,00:54,9,61,56.0,30.07
17,01:54,9,60,58.0,30.07
17,02:54,9,60,58.0,30.06
17,03:54,9,59,58.0,30.06
17,04:54,9,59,58.0,30.06
17,05:54,9,59,58.0,30.09
17,06:54,9,61,56.0,30.1
17,07:54,9,64,50.0,30.11
17,08:54,9,67,47.0,30.12
17,09:54,9,69,44.0,30.12
17,10:54,9,68,49.0,30.13
17,11:54,9,69,55.0,30.13
17,12:54,9,68,59.0,30.13
17,13:54,9,67,63.0,30.13
17,14:54,9,65,61.0,30.13
17,15:54,9,65,63.0,30.14
17,16:54,9,64,58.0,30.14
17,17:54,9,63,63.0,30.14
17,18:54,9,63,65.0,30.16
17,19:54,9,63,68.0,30.17
17,20:54,9,63,70.0,30.18
17,21:54,9,63,68.0,30.19
17,22:54,9,63,65.0,30.19
17,23:54,9,63,58.0,30.2
18,00:54,9,62,62.0,30.2
18,01:54,9,61,56.0,30.2
18,02:54,9,59,62.0,30.21
18,03:54,9,58,58.0,30.22
18,04:54,9,57,62.0,30.23
18,05:54,9,56,62.0,30.25
18,06:54,9,57,62.0,30.27
18,07:54,9,60,58.0,30.28
18,08:54,9,61,56.0,30.29
18,09:54,9,61,54.0,30.3
18,10:54,9,63,45.0,30.29
18,11:54,9,64,43.0,30.3
18,12:54,9,63,45.0,30.31
18,13:54,9,63,45.0,30.29
18,14:54,9,63,47.0,30.3
18,15:54,9,61,46.0,30.31
18,16:54,9,59,49.0,30.32
18,17:54,9,57,55.0,30.32
18,18:54,9,56,55.0,30.32
18,19:54,9,55,59.0,30.33
18,20:54,9,56,57.0,30.35
18,21:54,9,54,64.0,30.35
18,22:54,9,55,62.0,30.34
18,23:54,9,54,67.0,30.33
19,00:54,9,54,64.0,30.33
19,01:54,9,54,64.0,30.32
19,02:54,9,51,69.0,30.32
19,03:54,9,50,68.0,30.32
19,04:54,9,51,66.0,30.32
19,05:54,9,52,64.0,30.33
19,06:54,9,54,62.0,30.35
19,07:54,9,58,53.0,30.36
19,08:54,9,63,43.0,30.36
19,09:54,9,63,41.0,30.35
19,10:54,9,64,43.0,30.35
19,11:54,9,63,48.0,30.33
19,12:54,9,64,48.0,30.32
19,13:54,9,64,50.0,30.3
19,14:54,9,64,46.0,30.29
19,15:54,9,63,54.0,30.28
19,16:54,9,62,52.0,30.28
19,17:54,9,61,56.0,30.28
19,18:54,9,61,60.0,30.27
19,19:54,9,58,67.0,30.27
19,20:54,9,58,65.0,30.26
19,21:54,9,56,70.0,30.25
19,22:54,9,57,67.0,30.24
19,23:54,9,56,75.0,30.23
20,00:54,9,54,77.0,30.22
20,01:54,9,55,72.0,30.2
20,02:54,9,54,67.0,30.19
20,03:54,9,55,62.0,30.19
20,04:54,9,54,62.0,30.19
20,05:54,9,53,69.0,30.19
20,06:54,9,59,58.0,30.2
20,07:54,9,63,52.0,30.2
20,08:54,9,68,44.0,30.19
20,09:54,9,72,40.0,30.17
20,10:54,9,74,34.0,30.15
20,11:54,9,77,30.0,30.13
20,12:54,9,78,33.0,30.11
20,13:54,9,76,35.0,30.1
20,14:54,9,76,37.0,30.09
20,15:54,9,75,40.0,30.08
20,16:54,9,75,40.0,30.09
20,17:54,9,72,48.0,30.09
20,18:54,9,75,43.0,30.09
20,19:54,9,77,39.0,30.1
20,20:54,9,74,46.0,30.11
20,21:54,9,72,48.0,30.11
20,22:54,9,71,49.0,30.1
20,23:54,9,68,55.0,30.12
21,00:54,9,68,53.0,30.12
21,01:54,9,67,55.0,30.13
21,02:54,9,67,53.0,30.13
21,03:54,9,66,56.0,30.14
21,04:54,9,65,56.0,30.15
21,05:54,9,65,59.0,30.17
21,06:54,9,68,53.0,30.18
21,07:54,9,72,50.0,30.19
21,08:54,9,77,45.0,30.2
21,09:54,9,80,42.0,30.2
21,10:54,9,81,38.0,30.18
21,11:54,9,82,38.0,30.16
21,12:54,9,82,38.0,30.15
21,13:54,9,77,50.0,30.14
21,14:54,9,75,54.0,30.14
21,15:54,9,74,56.0,30.14
21,16:54,9,72,66.0,30.14
21,17:54,9,72,64.0,30.14
21,18:54,9,72,64.0,30.14
21,19:54,9,72,59.0,30.15
21,20:54,9,71,57.0,30.16
21,21:54,9,68,65.0,30.16
21,22:54,9,69,63.0,30.16
21,23:54,9,68,68.0,30.17
22,00:54,9,66,73.0,30.16
22,01:54,9,67,68.0,30.15
22,02:54,9,67,66.0,30.14
22,03:54,9,66,68.0,30.15
