Date,Time (est),Month,DayOfWeek,Temperature (ºF),Relative Humidity,Dwpt
7,22:54,3,3,41.0,73.0,30.14
7,23:54,3,3,40.0,73.0,30.16
8,00:54,3,4,39.0,76.0,30.16
8,01:54,3,4,38.0,70.0,30.17
8,02:54,3,4,37.0,67.0,30.18
8,03:54,3,4,36.0,70.0,30.20
8,04:54,3,4,36.0,70.0,30.22
8,05:54,3,4,35.0,76.0,30.23
8,06:54,3,4,36.0,73.0,30.25
8,07:54,3,4,38.0,73.0,30.27
8,08:54,3,4,41.0,70.0,30.30
8,09:54,3,4,42.0,68.0,30.32
8,10:54,3,4,43.0,68.0,30.33
8,11:54,3,4,44.0,65.0,30.32
8,12:54,3,4,43.0,68.0,30.32
8,13:54,3,4,43.0,65.0,30.31
8,14:54,3,4,42.0,68.0,30.31
8,15:54,3,4,42.0,65.0,30.32
8,16:54,3,4,41.0,67.0,30.32
8,17:54,3,4,39.0,70.0,30.32
8,18:54,3,4,39.0,67.0,30.35
8,19:54,3,4,38.0,73.0,30.35
8,20:54,3,4,37.0,73.0,30.35
8,21:54,3,4,38.0,65.0,30.34
8,22:54,3,4,39.0,65.0,30.36
8,23:54,3,4,35.0,72.0,30.37
9,00:54,3,5,33.0,85.0,30.35
9,01:54,3,5,34.0,85.0,30.33
9,02:54,3,5,33.0,82.0,30.32
9,03:54,3,5,37.0,89.0,30.34
9,04:54,3,5,37.0,86.0,30.32
9,05:54,3,5,37.0,86.0,30.31
9,06:54,3,5,37.0,86.0,30.30
9,07:54,3,5,37.0,86.0,30.30
9,08:54,3,5,37.0,86.0,30.31
9,09:54,3,5,37.0,86.0,30.29
9,10:54,3,5,38.0,86.0,30.26
9,11:54,3,5,40.0,79.0,30.22
9,12:54,3,5,40.0,86.0,30.20
9,13:54,3,5,39.0,89.0,30.17
9,14:54,3,5,40.0,86.0,30.14
9,15:54,3,5,40.0,86.0,30.11
9,16:54,3,5,40.0,83.0,30.10
9,17:54,3,5,39.0,89.0,30.09
9,18:54,3,5,39.0,89.0,30.05
9,19:54,3,5,38.0,93.0,29.98
9,20:54,3,5,38.0,97.0,29.95
9,21:54,3,5,39.0,100.0,29.92
9,22:54,3,5,39.0,100.0,29.86
9,23:54,3,5,39.0,100.0,29.76
10,00:54,3,6,40.0,100.0,29.69
10,01:54,3,6,41.0,100.0,29.59
10,02:54,3,6,43.0,100.0,29.50
10,03:54,3,6,44.0,100.0,29.43
10,04:54,3,6,45.0,100.0,29.33
10,05:54,3,6,46.0,100.0,29.28
10,06:54,3,6,49.0,100.0,29.22
10,07:54,3,6,50.0,100.0,29.22
10,08:54,3,6,52.0,93.0,29.23
10,09:54,3,6,49.0,86.0,29.23
10,10:54,3,6,50.0,77.0,29.25
10,11:54,3,6,49.0,71.0,29.24
10,12:54,3,6,50.0,68.0,29.23
10,13:54,3,6,51.0,69.0,29.20
10,14:54,3,6,50.0,68.0,29.21
10,15:54,3,6,48.0,66.0,29.21
10,16:54,3,6,46.0,66.0,29.22
10,17:54,3,6,45.0,66.0,29.23
10,18:54,3,6,44.0,65.0,29.23
10,19:54,3,6,44.0,65.0,29.23
10,20:54,3,6,43.0,65.0,29.23
10,21:54,3,6,41.0,70.0,29.23
10,22:54,3,6,40.0,68.0,29.23
10,23:54,3,6,39.0,65.0,29.24
11,00:54,3,0,37.0,67.0,29.26
11,01:54,3,0,36.0,64.0,29.25
11,02:54,3,0,35.0,67.0,29.26
11,03:54,3,0,34.0,70.0,29.27
11,04:54,3,0,34.0,67.0,29.28
11,05:54,3,0,34.0,61.0,29.31
11,06:54,3,0,34.0,59.0,29.34
11,07:54,3,0,35.0,57.0,29.36
11,08:54,3,0,36.0,57.0,29.38
11,09:54,3,0,39.0,57.0,29.38
11,10:54,3,0,40.0,58.0,29.38
11,11:54,3,0,42.0,58.0,29.38
11,12:54,3,0,45.0,58.0,29.39
11,13:54,3,0,45.0,58.0,29.40
11,14:54,3,0,43.0,63.0,29.44
11,15:54,3,0,42.0,60.0,29.46
11,16:54,3,0,41.0,60.0,29.49
11,17:54,3,0,41.0,60.0,29.52
11,18:54,3,0,41.0,60.0,29.56
11,19:54,3,0,41.0,60.0,29.59
11,20:54,3,0,40.0,60.0,29.61
11,21:54,3,0,40.0,58.0,29.62
11,22:54,3,0,39.0,55.0,29.64
11,23:54,3,0,39.0,55.0,29.64
12,00:54,3,1,39.0,55.0,29.65
12,01:54,3,1,38.0,55.0,29.64
12,02:54,3,1,38.0,55.0,29.63
12,03:54,3,1,37.0,54.0,29.64
12,04:54,3,1,38.0,55.0,29.65
12,05:54,3,1,38.0,55.0,29.67
12,06:54,3,1,40.0,55.0,29.70
12,07:54,3,1,41.0,57.0,29.71
12,08:54,3,1,44.0,58.0,29.71
12,09:54,3,1,46.0,58.0,29.71
12,10:54,3,1,48.0,56.0,29.70
12,11:54,3,1,50.0,57.0,29.69
12,12:54,3,1,52.0,59.0,29.67
12,13:54,3,1,54.0,59.0,29.66
12,14:54,3,1,53.0,61.0,29.67
12,15:54,3,1,54.0,57.0,29.67
12,16:54,3,1,53.0,59.0,29.69
12,17:54,3,1,52.0,57.0,29.72
12,18:54,3,1,51.0,56.0,29.74
12,19:54,3,1,49.0,59.0,29.76
12,20:54,3,1,47.0,56.0,29.80
12,21:54,3,1,45.0,56.0,29.83
12,22:54,3,1,44.0,55.0,29.83
12,23:54,3,1,42.0,53.0,29.85
13,00:54,3,2,41.0,53.0,29.86
13,01:54,3,2,39.0,57.0,29.86
13,02:54,3,2,41.0,55.0,29.87
13,03:54,3,2,40.0,53.0,29.86
13,04:54,3,2,38.0,52.0,29.89
13,05:54,3,2,38.0,52.0,29.91
13,06:54,3,2,40.0,53.0,29.92
13,07:54,3,2,42.0,53.0,29.94
13,08:54,3,2,45.0,52.0,29.96
13,09:54,3,2,46.0,51.0,29.97
13,10:54,3,2,45.0,54.0,29.97
13,11:54,3,2,46.0,54.0,29.95
13,12:54,3,2,47.0,56.0,29.94
13,13:54,3,2,46.0,63.0,29.93
13,14:54,3,2,44.0,68.0,29.92
13,15:54,3,2,44.0,68.0,29.92
13,16:54,3,2,44.0,63.0,29.92
13,17:54,3,2,42.0,79.0,29.95
13,18:54,3,2,42.0,82.0,29.96
13,19:54,3,2,42.0,76.0,29.98
13,20:54,3,2,42.0,65.0,30.00
13,21:54,3,2,40.0,65.0,30.01
13,22:54,3,2,41.0,70.0,30.01
13,23:54,3,2,41.0,76.0,30.00
14,00:54,3,3,42.0,76.0,30.00
14,01:54,3,3,40.0,83.0,29.99
14,02:54,3,3,40.0,83.0,30.00
14,03:54,3,3,39.0,89.0,30.00
14,04:54,3,3,39.0,89.0,30.01
14,05:54,3,3,39.0,93.0,30.03
14,06:54,3,3,40.0,93.0,30.03
14,07:54,3,3,42.0,85.0,30.04
14,08:54,3,3,45.0,77.0,30.05
14,09:54,3,3,47.0,74.0,30.05
14,10:54,3,3,48.0,77.0,30.05
14,11:54,3,3,47.0,77.0,30.05
14,12:54,3,3,49.0,74.0,30.04
14,13:54,3,3,48.0,77.0,30.03
14,14:54,3,3,47.0,83.0,30.03
14,15:54,3,3,46.0,86.0,30.03
14,16:54,3,3,45.0,86.0,30.03
14,17:54,3,3,43.0,89.0,30.06
14,18:54,3,3,44.0,89.0,30.06
14,19:54,3,3,44.0,85.0,30.04
14,20:54,3,3,42.0,96.0,30.05
14,21:54,3,3,42.0,100.0,30.02
14,22:54,3,3,42.0,100.0,30.01
14,23:54,3,3,42.0,100.0,29.97
15,00:54,3,4,42.0,100.0,29.99
15,01:54,3,4,42.0,100.0,29.91
15,02:54,3,4,42.0,100.0,29.87
15,03:54,3,4,42.0,100.0,29.85
15,04:54,3,4,41.0,100.0,29.78
15,05:54,3,4,41.0,100.0,29.77
15,06:54,3,4,42.0,100.0,29.75
15,07:54,3,4,42.0,100.0,29.73
15,08:54,3,4,43.0,100.0,29.72
15,09:54,3,4,43.0,100.0,29.72
15,10:54,3,4,44.0,96.0,29.69
15,11:54,3,4,43.0,97.0,29.72
15,12:54,3,4,42.0,96.0,29.70
15,13:54,3,4,42.0,92.0,29.73
15,14:54,3,4,41.0,93.0,29.75
15,15:54,3,4,41.0,93.0,29.76
15,16:54,3,4,41.0,89.0,29.78
15,17:54,3,4,41.0,86.0,29.79
15,18:54,3,4,41.0,89.0,29.80
15,19:54,3,4,39.0,100.0,29.81
15,20:54,3,4,40.0,100.0,29.80
15,21:54,3,4,40.0,97.0,29.79
15,22:54,3,4,38.0,97.0,29.78
15,23:54,3,4,39.0,100.0,29.79
16,00:54,3,5,40.0,97.0,29.79
16,01:54,3,5,41.0,89.0,29.78
16,02:54,3,5,41.0,89.0,29.78
16,03:54,3,5,42.0,89.0,29.78
16,04:54,3,5,40.0,97.0,29.79
16,05:54,3,5,40.0,97.0,29.80
16,06:54,3,5,42.0,92.0,29.81
16,07:54,3,5,44.0,85.0,29.81
16,08:54,3,5,46.0,79.0,29.81
16,09:54,3,5,48.0,77.0,29.81
16,10:54,3,5,50.0,71.0,29.80
16,11:54,3,5,49.0,77.0,29.78
16,12:54,3,5,47.0,80.0,29.76
16,13:54,3,5,47.0,80.0,29.74
16,14:54,3,5,48.0,80.0,29.72
16,15:54,3,5,47.0,83.0,29.72
16,16:54,3,5,47.0,86.0,29.72
16,17:54,3,5,50.0,74.0,29.72
16,18:54,3,5,49.0,71.0,29.73
16,19:54,3,5,47.0,74.0,29.73
16,20:54,3,5,46.0,77.0,29.73
16,21:54,3,5,45.0,80.0,29.72
16,22:54,3,5,44.0,83.0,29.71
16,23:54,3,5,43.0,93.0,29.69
17,00:54,3,6,43.0,97.0,29.67
17,01:54,3,6,44.0,93.0,29.67
17,02:54,3,6,43.0,97.0,29.63
17,03:54,3,6,44.0,93.0,29.62
17,04:54,3,6,44.0,93.0,29.58
17,05:54,3,6,45.0,93.0,29.58
17,06:54,3,6,45.0,97.0,29.57
17,07:54,3,6,45.0,97.0,29.57
17,08:54,3,6,46.0,96.0,29.53
17,09:54,3,6,48.0,93.0,29.50
17,10:54,3,6,53.0,86.0,29.50
17,11:54,3,6,56.0,81.0,29.48
17,12:54,3,6,57.0,78.0,29.47
17,13:54,3,6,58.0,75.0,29.46
17,14:54,3,6,59.0,75.0,29.46
17,15:54,3,6,52.0,75.0,29.50
17,16:54,3,6,52.0,72.0,29.54
17,17:54,3,6,50.0,68.0,29.56
17,18:54,3,6,49.0,69.0,29.59
17,19:54,3,6,48.0,66.0,29.62
17,20:54,3,6,48.0,63.0,29.62
17,21:54,3,6,46.0,66.0,29.62
17,22:54,3,6,45.0,61.0,29.64
17,23:54,3,6,43.0,63.0,29.65
18,00:54,3,0,44.0,65.0,29.65
18,01:54,3,0,43.0,63.0,29.64
18,02:54,3,0,43.0,63.0,29.63
18,03:54,3,0,42.0,62.0,29.63
18,04:54,3,0,42.0,62.0,29.65
18,05:54,3,0,42.0,65.0,29.66
18,06:54,3,0,41.0,65.0,29.66
18,07:54,3,0,41.0,65.0,29.67
18,08:54,3,0,44.0,63.0,29.65
18,09:54,3,0,46.0,61.0,29.63
18,10:54,3,0,47.0,63.0,29.63
18,11:54,3,0,47.0,66.0,29.61
18,12:54,3,0,48.0,66.0,29.59
18,13:54,3,0,50.0,63.0,29.57
18,14:54,3,0,48.0,63.0,29.57
18,15:54,3,0,49.0,64.0,29.56
18,16:54,3,0,47.0,63.0,29.57
18,17:54,3,0,44.0,63.0,29.59
18,18:54,3,0,42.0,62.0,29.62
18,19:54,3,0,40.0,63.0,29.62
18,20:54,3,0,39.0,65.0,29.62
18,21:54,3,0,38.0,65.0,29.61
18,22:54,3,0,37.0,67.0,29.59
18,23:54,3,0,37.0,67.0,29.59
19,00:54,3,1,36.0,73.0,29.60
19,01:54,3,1,36.0,73.0,29.59
19,02:54,3,1,36.0,73.0,29.58
19,03:54,3,1,35.0,76.0,29.57
19,04:54,3,1,35.0,76.0,29.58
19,05:54,3,1,35.0,76.0,29.59
19,06:54,3,1,36.0,73.0,29.60
19,07:54,3,1,38.0,65.0,29.61
19,08:54,3,1,40.0,65.0,29.62
19,09:54,3,1,42.0,62.0,29.63
19,10:54,3,1,43.0,63.0,29.62
19,11:54,3,1,44.0,63.0,29.62
19,12:54,3,1,44.0,60.0,29.61
19,13:54,3,1,46.0,61.0,29.60
19,14:54,3,1,45.0,26.0,29.60
19,15:54,3,1,43.0,26.0,29.61
19,16:54,3,1,42.0,29.0,29.62
19,17:54,3,1,41.0,30.0,29.65
19,18:54,3,1,42.0,35.0,29.67
19,19:54,3,1,41.0,36.0,29.68
19,20:54,3,1,40.0,43.0,29.70
19,21:54,3,1,39.0,45.0,29.70
19,22:54,3,1,40.0,47.0,29.70
19,23:54,3,1,39.0,48.0,29.70
20,00:54,3,2,38.0,51.0,29.70
20,01:54,3,2,38.0,51.0,29.68
20,02:54,3,2,36.0,55.0,29.67
20,03:54,3,2,38.0,55.0,29.67
20,04:54,3,2,38.0,60.0,29.68
20,05:54,3,2,39.0,57.0,29.68
20,06:54,3,2,39.0,62.0,29.68
20,07:54,3,2,40.0,63.0,29.67
20,08:54,3,2,42.0,68.0,29.65
20,09:54,3,2,45.0,58.0,29.63
20,10:54,3,2,47.0,54.0,29.60
20,11:54,3,2,50.0,41.0,29.60
20,12:54,3,2,51.0,38.0,29.59
20,13:54,3,2,53.0,34.0,29.57
20,14:54,3,2,49.0,38.0,29.57
20,15:54,3,2,46.0,56.0,29.58
20,16:54,3,2,44.0,63.0,29.58
20,17:54,3,2,42.0,76.0,29.59
20,18:54,3,2,40.0,83.0,29.59
20,19:54,3,2,40.0,86.0,29.61
20,20:54,3,2,38.0,68.0,29.63
20,21:54,3,2,37.0,54.0,29.65
20,22:54,3,2,35.0,48.0,29.67
20,23:54,3,2,33.0,45.0,29.70
21,00:54,3,3,32.0,47.0,29.71
21,01:54,3,3,32.0,47.0,29.72
21,02:54,3,3,31.0,47.0,29.74
21,03:54,3,3,31.0,45.0,29.76
21,04:54,3,3,30.0,45.0,29.78
21,05:54,3,3,28.0,41.0,29.81
21,06:54,3,3,28.0,39.0,29.85
21,07:54,3,3,30.0,38.0,29.86
21,08:54,3,3,30.0,39.0,29.88
21,09:54,3,3,33.0,38.0,29.88
21,10:54,3,3,35.0,34.0,29.88
21,11:54,3,3,37.0,33.0,29.89
21,12:54,3,3,38.0,30.0,29.89
21,13:54,3,3,39.0,29.0,29.89
21,14:54,3,3,39.0,28.0,29.91
21,15:54,3,3,38.0,29.0,29.93
21,16:54,3,3,37.0,30.0,29.96
21,17:54,3,3,35.0,31.0,30.01
21,18:54,3,3,34.0,32.0,30.05
21,19:54,3,3,32.0,36.0,30.09
21,20:54,3,3,30.0,39.0,30.12
21,21:54,3,3,30.0,38.0,30.14
21,22:54,3,3,29.0,39.0,30.16
21,23:54,3,3,29.0,41.0,30.18
22,00:54,3,4,28.0,43.0,30.21
22,01:54,3,4,28.0,41.0,30.23
22,02:54,3,4,27.0,45.0,30.23
22,03:54,3,4,27.0,43.0,30.24
22,04:54,3,4,27.0,41.0,30.28
22,05:54,3,4,26.0,42.0,30.30
22,06:54,3,4,27.0,35.0,30.33
22,07:54,3,4,29.0,30.0,30.35
22,08:54,3,4,29.0,28.0,30.36
22,09:54,3,4,32.0,25.0,30.37
22,10:54,3,4,34.0,25.0,30.34
22,11:54,3,4,38.0,23.0,30.32
22,12:54,3,4,37.0,20.0,30.31
22,13:54,3,4,38.0,21.0,30.30
22,14:54,3,4,40.0,18.0,30.29
22,15:54,3,4,39.0,21.0,30.29
22,16:54,3,4,39.0,20.0,30.30
22,17:54,3,4,38.0,19.0,30.31
22,18:54,3,4,38.0,21.0,30.32
22,19:54,3,4,38.0,23.0,30.33
22,20:54,3,4,38.0,29.0,30.32
22,21:54,3,4,38.0,37.0,30.31
22,22:54,3,4,37.0,46.0,30.31
22,23:54,3,4,35.0,64.0,30.31
23,00:54,3,5,33.0,75.0,30.30
23,01:54,3,5,33.0,85.0,30.26
23,02:54,3,5,34.0,89.0,30.24
23,03:54,3,5,33.0,92.0,30.21
23,04:54,3,5,35.0,85.0,30.20
23,05:54,3,5,36.0,89.0,30.19
23,06:54,3,5,36.0,89.0,30.17
23,07:54,3,5,37.0,93.0,30.14
23,08:54,3,5,39.0,93.0,30.11
23,09:54,3,5,39.0,96.0,30.06
23,10:54,3,5,40.0,100.0,30.03
23,11:54,3,5,41.0,96.0,29.99
23,12:54,3,5,42.0,100.0,29.95
23,13:54,3,5,42.0,96.0,29.89
23,14:54,3,5,42.0,96.0,29.85
23,15:54,3,5,42.0,96.0,29.78
23,16:54,3,5,42.0,100.0,29.71
23,17:54,3,5,38.0,100.0,29.65
23,18:54,3,5,38.0,100.0,29.61
23,19:54,3,5,35.0,96.0,29.64
23,20:54,3,5,35.0,93.0,29.68
23,21:54,3,5,36.0,89.0,29.67
23,22:54,3,5,35.0,85.0,29.69
23,23:54,3,5,34.0,79.0,29.74
24,00:54,3,6,32.0,75.0,29.80
24,01:54,3,6,30.0,72.0,29.86
24,02:54,3,6,30.0,66.0,29.91
24,03:54,3,6,28.0,69.0,29.98
24,04:54,3,6,28.0,66.0,30.02
24,05:54,3,6,27.0,66.0,30.08
24,06:54,3,6,27.0,63.0,30.12
24,07:54,3,6,28.0,56.0,30.17
24,08:54,3,6,30.0,49.0,30.21
24,09:54,3,6,32.0,45.0,30.24
24,10:54,3,6,35.0,40.0,30.26
24,11:54,3,6,37.0,34.0,30.27
24,12:54,3,6,40.0,30.0,30.27
24,13:54,3,6,42.0,30.0,30.26
24,14:54,3,6,41.0,29.0,30.28
24,15:54,3,6,41.0,30.0,30.30
24,16:54,3,6,40.0,35.0,30.32
24,17:54,3,6,38.0,44.0,30.35
24,18:54,3,6,38.0,41.0,30.38
24,19:54,3,6,36.0,50.0,30.42
24,20:54,3,6,36.0,50.0,30.43
24,21:54,3,6,33.0,61.0,30.44
24,22:54,3,6,34.0,59.0,30.44
24,23:54,3,6,34.0,61.0,30.45
25,00:54,3,0,33.0,70.0,30.45
25,01:54,3,0,33.0,72.0,30.46
25,02:54,3,0,35.0,64.0,30.47
25,03:54,3,0,36.0,59.0,30.49
25,04:54,3,0,35.0,64.0,30.50
25,05:54,3,0,36.0,59.0,30.51
25,06:54,3,0,36.0,67.0,30.52
25,07:54,3,0,38.0,62.0,30.53
25,08:54,3,0,39.0,60.0,30.54
25,09:54,3,0,40.0,55.0,30.54
25,10:54,3,0,40.0,55.0,30.55
25,11:54,3,0,40.0,55.0,30.55
25,12:54,3,0,40.0,58.0,30.53
25,13:54,3,0,41.0,55.0,30.51
25,14:54,3,0,41.0,55.0,30.49
25,15:54,3,0,40.0,60.0,30.47
25,16:54,3,0,39.0,62.0,30.47
25,17:54,3,0,37.0,65.0,30.48
25,18:54,3,0,37.0,67.0,30.48
25,19:54,3,0,36.0,67.0,30.46
25,20:54,3,0,36.0,67.0,30.46
25,21:54,3,0,37.0,67.0,30.43
25,22:54,3,0,37.0,70.0,30.41
25,23:54,3,0,37.0,70.0,30.40
26,00:54,3,1,37.0,67.0,30.35
26,01:54,3,1,37.0,67.0,30.33
26,02:54,3,1,37.0,70.0,30.30
26,03:54,3,1,37.0,73.0,30.31
26,04:54,3,1,37.0,73.0,30.30
26,05:54,3,1,35.0,85.0,30.32
26,06:54,3,1,35.0,85.0,30.34
26,07:54,3,1,35.0,89.0,30.34
26,08:54,3,1,36.0,93.0,30.32
26,09:54,3,1,37.0,86.0,30.33
26,10:54,3,1,37.0,86.0,30.31
26,11:54,3,1,37.0,82.0,30.28
26,12:54,3,1,38.0,83.0,30.26
26,13:54,3,1,38.0,83.0,30.26
26,14:54,3,1,37.0,93.0,30.24
26,15:54,3,1,37.0,93.0,30.24
26,16:54,3,1,37.0,96.0,30.24
26,17:54,3,1,37.0,96.0,30.22
26,18:54,3,1,38.0,93.0,30.20
26,19:54,3,1,38.0,93.0,30.21
26,20:54,3,1,38.0,97.0,30.19
26,21:54,3,1,39.0,96.0,30.18
26,22:54,3,1,39.0,96.0,30.18
26,23:54,3,1,39.0,96.0,30.15
27,00:54,3,2,39.0,96.0,30.12
27,01:54,3,2,39.0,100.0,30.12
27,02:54,3,2,39.0,100.0,30.10
27,03:54,3,2,40.0,97.0,30.08
27,04:54,3,2,40.0,100.0,30.11
27,05:54,3,2,40.0,100.0,30.11
27,06:54,3,2,40.0,100.0,30.14
27,07:54,3,2,41.0,100.0,30.13
27,08:54,3,2,43.0,89.0,30.14
27,09:54,3,2,44.0,85.0,30.13
27,10:54,3,2,45.0,86.0,30.13
27,11:54,3,2,46.0,86.0,30.10
27,12:54,3,2,46.0,86.0,30.10
27,13:54,3,2,46.0,83.0,30.08
27,14:54,3,2,45.0,86.0,30.07
27,15:54,3,2,43.0,86.0,30.07
27,16:54,3,2,43.0,86.0,30.11
27,17:54,3,2,43.0,86.0,30.12
27,18:54,3,2,43.0,89.0,30.08
27,19:54,3,2,43.0,89.0,30.09
27,20:54,3,2,43.0,89.0,30.09
27,21:54,3,2,43.0,97.0,30.06
27,22:54,3,2,44.0,93.0,30.05
27,23:54,3,2,44.0,96.0,30.05
28,00:54,3,3,43.0,100.0,30.03
28,01:54,3,3,43.0,100.0,30.03
28,02:54,3,3,44.0,100.0,30.00
28,03:54,3,3,46.0,96.0,30.02
28,04:54,3,3,47.0,100.0,30.02
28,05:54,3,3,45.0,100.0,30.00
28,06:54,3,3,47.0,100.0,29.98
28,07:54,3,3,46.0,100.0,29.96
28,09:54,3,3,45.0,100.0,29.95
28,10:54,3,3,46.0,100.0,29.95
28,11:54,3,3,46.0,100.0,29.92
28,12:54,3,3,47.0,100.0,29.89
28,13:54,3,3,48.0,93.0,29.88
28,14:54,3,3,49.0,97.0,29.83
28,15:54,3,3,50.0,100.0,29.83
28,16:54,3,3,51.0,100.0,29.84
28,17:54,3,3,50.0,100.0,29.82
28,18:54,3,3,49.0,97.0,29.78
28,19:54,3,3,49.0,93.0,29.80
28,20:54,3,3,48.0,93.0,29.77
28,21:54,3,3,47.0,97.0,29.75
28,22:54,3,3,47.0,97.0,29.74
28,23:54,3,3,46.0,93.0,29.71
29,00:54,3,4,45.0,93.0,29.68
29,01:54,3,4,44.0,93.0,29.64
29,02:54,3,4,43.0,89.0,29.66
29,03:54,3,4,41.0,93.0,29.64
29,04:54,3,4,41.0,86.0,29.62
29,05:54,3,4,40.0,86.0,29.61
29,06:54,3,4,39.0,89.0,29.59
29,07:54,3,4,38.0,89.0,29.59
29,08:54,3,4,39.0,89.0,29.57
29,09:54,3,4,38.0,89.0,29.55
29,10:54,3,4,40.0,86.0,29.53
29,11:54,3,4,43.0,76.0,29.47
29,12:54,3,4,46.0,51.0,29.45
29,13:54,3,4,50.0,41.0,29.44
29,14:54,3,4,50.0,38.0,29.43
29,15:54,3,4,50.0,33.0,29.44
29,16:54,3,4,50.0,30.0,29.45
29,17:54,3,4,49.0,32.0,29.47
29,18:54,3,4,48.0,34.0,29.49
29,19:54,3,4,47.0,39.0,29.51
29,20:54,3,4,44.0,41.0,29.53
29,21:54,3,4,43.0,43.0,29.54
29,22:54,3,4,42.0,45.0,29.55
29,23:54,3,4,41.0,47.0,29.56
30,00:54,3,5,40.0,49.0,29.55
30,01:54,3,5,40.0,51.0,29.55
30,02:54,3,5,40.0,49.0,29.55
30,03:54,3,5,40.0,49.0,29.56
30,04:54,3,5,39.0,50.0,29.57
30,05:54,3,5,39.0,50.0,29.58
30,06:54,3,5,40.0,49.0,29.59
30,07:54,3,5,42.0,45.0,29.60
30,08:54,3,5,44.0,41.0,29.62
30,09:54,3,5,46.0,40.0,29.62
30,10:54,3,5,47.0,41.0,29.62
30,11:54,3,5,51.0,36.0,29.61
30,12:54,3,5,52.0,34.0,29.61
30,13:54,3,5,55.0,31.0,29.59
30,14:54,3,5,55.0,31.0,29.58
30,15:54,3,5,57.0,26.0,29.58
30,16:54,3,5,56.0,28.0,29.59
30,17:54,3,5,55.0,29.0,29.61
30,18:54,3,5,54.0,33.0,29.64
30,19:54,3,5,52.0,37.0,29.66
30,20:54,3,5,51.0,39.0,29.67
30,21:54,3,5,50.0,39.0,29.67
30,22:54,3,5,48.0,42.0,29.67
30,23:54,3,5,48.0,44.0,29.68
31,00:54,3,6,47.0,42.0,29.69
31,01:54,3,6,45.0,39.0,29.71
31,02:54,3,6,45.0,37.0,29.72
31,03:54,3,6,44.0,38.0,29.74
31,04:54,3,6,43.0,40.0,29.74
31,05:54,3,6,43.0,42.0,29.78
31,06:54,3,6,43.0,40.0,29.80
31,07:54,3,6,45.0,40.0,29.81
31,08:54,3,6,47.0,41.0,29.81
31,09:54,3,6,51.0,39.0,29.81
31,10:54,3,6,53.0,41.0,29.80
31,11:54,3,6,56.0,34.0,29.80
31,12:54,3,6,57.0,33.0,29.79
31,13:54,3,6,58.0,32.0,29.79
31,14:54,3,6,59.0,28.0,29.80
31,15:54,3,6,59.0,28.0,29.80
31,16:54,3,6,49.0,61.0,29.84
31,17:54,3,6,46.0,63.0,29.86
31,18:54,3,6,44.0,73.0,29.89
31,19:54,3,6,45.0,71.0,29.92
31,20:54,3,6,42.0,79.0,29.93
31,21:54,3,6,49.0,50.0,29.94
31,22:54,3,6,48.0,50.0,29.97
31,23:54,3,6,47.0,52.0,29.98
1,00:54,4,0,46.0,54.0,29.99
1,01:54,4,0,40.0,79.0,30.00
1,02:54,4,0,41.0,76.0,30.00
1,03:54,4,0,39.0,79.0,29.98
1,04:54,4,0,40.0,77.0,30.00
1,05:54,4,0,43.0,65.0,30.03
1,06:54,4,0,43.0,74.0,30.04
1,07:54,4,0,44.0,76.0,30.02
1,08:54,4,0,45.0,74.0,30.03
1,09:54,4,0,45.0,80.0,30.01
1,10:54,4,0,46.0,73.0,29.99
1,11:54,4,0,46.0,77.0,29.98
1,12:54,4,0,47.0,71.0,29.95
1,13:54,4,0,49.0,69.0,29.91
1,14:54,4,0,46.0,79.0,29.90
1,15:54,4,0,47.0,77.0,29.91
1,16:54,4,0,46.0,83.0,29.90
1,17:54,4,0,44.0,89.0,29.91
1,18:54,4,0,42.0,92.0,29.93
1,19:54,4,0,42.0,92.0,29.95
1,20:54,4,0,43.0,93.0,29.96
1,21:54,4,0,43.0,89.0,29.96
1,22:54,4,0,42.0,92.0,29.96
1,23:54,4,0,42.0,89.0,29.97
2,00:54,4,1,42.0,89.0,29.97
2,01:54,4,1,40.0,97.0,29.98
2,02:54,4,1,41.0,96.0,29.99
2,03:54,4,1,41.0,93.0,30.00
2,04:54,4,1,42.0,89.0,30.03
2,05:54,4,1,42.0,89.0,30.04
2,06:54,4,1,43.0,82.0,30.05
2,07:54,4,1,44.0,79.0,30.05
2,08:54,4,1,45.0,71.0,30.07
2,09:54,4,1,45.0,74.0,30.08
2,10:54,4,1,47.0,69.0,30.06
2,11:54,4,1,47.0,66.0,30.04
2,12:54,4,1,45.0,74.0,30.03
2,13:54,4,1,45.0,74.0,30.01
2,14:54,4,1,44.0,79.0,30.00
2,15:54,4,1,43.0,82.0,30.00
2,16:54,4,1,42.0,89.0,29.98
2,17:54,4,1,42.0,92.0,29.99
2,18:54,4,1,42.0,92.0,30.01
2,19:54,4,1,42.0,89.0,30.01
2,20:54,4,1,42.0,82.0,30.02
2,21:54,4,1,41.0,79.0,30.02
2,22:54,4,1,40.0,79.0,30.01
2,23:54,4,1,40.0,79.0,29.98
3,00:54,4,2,41.0,73.0,29.98
3,01:54,4,2,39.0,82.0,29.94
3,02:54,4,2,40.0,79.0,29.94
3,03:54,4,2,41.0,79.0,29.92
3,04:54,4,2,41.0,82.0,29.95
3,05:54,4,2,41.0,82.0,29.94
3,06:54,4,2,42.0,79.0,29.96
3,07:54,4,2,42.0,76.0,29.98
3,08:54,4,2,43.0,71.0,29.97
