Date,Time (est),Month,DayOfWeek,Temperature,Relative Humidity,Dwpt
14,11:54,3,5,49,36,30.16
14,12:54,3,5,51,33,30.15
14,13:54,3,5,53,31,30.14
14,14:54,3,5,52,31,30.16
14,15:54,3,5,51,31,30.17
14,16:54,3,5,50,33,30.19
14,17:54,3,5,48,34,30.23
14,18:54,3,5,47,37,30.24
14,19:54,3,5,45,42,30.27
14,20:54,3,5,44,43,30.28
14,21:54,3,5,43,45,30.29
14,22:54,3,5,43,45,30.3
14,23:54,3,5,42,47,30.31
15,0:54,3,6,41,32,30.33
15,1:54,3,6,40,30,30.33
15,2:54,3,6,39,33,30.32
15,3:54,3,6,39,30,30.33
15,4:54,3,6,38,27,30.35
15,5:54,3,6,37,31,30.39
15,6:54,3,6,37,30,30.42
15,7:54,3,6,38,29,30.43
15,8:54,3,6,39,29,30.44
15,9:54,3,6,41,25,30.44
15,10:54,3,6,41,25,30.43
15,11:54,3,6,41,33,30.42
15,12:54,3,6,41,35,30.41
15,13:54,3,6,41,43,30.4
15,14:54,3,6,40,49,30.41
15,15:54,3,6,39,50,30.42
15,16:54,3,6,37,57,30.42
15,17:54,3,6,36,59,30.45
15,18:54,3,6,36,62,30.48
15,19:54,3,6,36,62,30.5
15,20:54,3,6,36,25,30.53
15,21:54,3,6,34,29,30.55
15,22:54,3,6,32,30,30.56
15,23:54,3,6,30,31,30.58
16,0:54,3,0,29,36,30.59
16,1:54,3,0,28,41,30.6
16,2:54,3,0,27,46,30.61
16,3:54,3,0,26,46,30.62
16,4:54,3,0,25,46,30.63
16,5:54,3,0,25,44,30.65
16,6:54,3,0,26,44,30.66
16,7:54,3,0,30,45,30.67
16,8:54,3,0,31,45,30.68
16,9:54,3,0,32,45,30.68
16,10:54,3,0,33,47,30.68
16,11:54,3,0,33,45,30.68
16,12:54,3,0,33,49,30.66
16,13:54,3,0,39,39,30.63
16,14:54,3,0,45,30,30.59
16,15:54,3,0,39,38,30.57
16,16:54,3,0,34,52,30.57
16,17:54,3,0,31,61,30.56
16,18:54,3,0,31,64,30.55
16,19:54,3,0,31,64,30.56
16,20:54,3,0,31,67,30.55
16,21:54,3,0,31,67,30.54
16,22:54,3,0,31,67,30.51
16,23:54,3,0,31,69,30.49
17,0:54,3,1,32,69,30.46
17,1:54,3,1,32,73,30.41
17,2:54,3,1,33,72,30.39
17,3:54,3,1,34,70,30.35
17,4:54,3,1,35,70,30.35
17,5:54,3,1,35,76,30.32
17,6:54,3,1,34,85,30.3
17,7:54,3,1,34,92,30.29
17,8:54,3,1,36,93,30.25
17,9:54,3,1,36,97,30.22
17,10:54,3,1,40,89,30.17
17,11:54,3,1,43,86,30.13
17,12:54,3,1,44,83,30.09
17,13:54,3,1,44,83,30.07
17,14:54,3,1,42,96,30.03
17,15:54,3,1,42,92,30.02
17,16:54,3,1,41,93,30.03
17,17:54,3,1,41,96,30.05
17,18:54,3,1,41,89,30.07
17,19:54,3,1,41,93,30.1
17,20:54,3,1,44,71,30.12
17,21:54,3,1,43,68,30.15
17,22:54,3,1,42,62,30.18
17,23:54,3,1,42,58,30.21
18,0:54,3,2,41,60,30.24
18,1:54,3,2,40,60,30.26
18,2:54,3,2,40,58,30.27
18,3:54,3,2,38,62,30.3
18,4:54,3,2,38,60,30.33
18,5:54,3,2,37,54,30.37
18,6:54,3,2,38,52,30.4
18,7:54,3,2,41,43,30.42
18,8:54,3,2,43,38,30.45
18,9:54,3,2,44,37,30.47
18,10:54,3,2,48,32,30.48
18,11:54,3,2,49,31,30.46
18,12:54,3,2,49,33,30.45
18,13:54,3,2,49,29,30.43
18,14:54,3,2,47,36,30.43
18,15:54,3,2,46,51,30.44
18,16:54,3,2,45,54,30.45
18,17:54,3,2,42,68,30.45
18,18:54,3,2,44,58,30.45
18,19:54,3,2,44,45,30.46
18,20:54,3,2,42,47,30.47
18,21:54,3,2,41,55,30.47
18,22:54,3,2,41,60,30.47
18,23:54,3,2,41,62,30.46
19,0:54,3,3,40,70,30.45
19,1:54,3,3,40,77,30.42
19,2:54,3,3,40,79,30.42
19,3:54,3,3,40,79,30.42
19,4:54,3,3,40,83,30.44
19,5:54,3,3,39,86,30.44
19,6:54,3,3,40,89,30.41
19,7:54,3,3,41,89,30.4
19,8:54,3,3,41,93,30.42
19,9:54,3,3,41,93,30.37
19,10:54,3,3,41,96,30.37
19,11:54,3,3,42,92,30.37
19,12:54,3,3,41,96,30.31
19,13:54,3,3,41,93,30.28
19,14:54,3,3,41,93,30.26
19,15:54,3,3,41,93,30.26
19,16:54,3,3,41,96,30.24
19,17:54,3,3,41,96,30.23
19,18:54,3,3,41,96,30.23
19,19:54,3,3,41,93,30.23
19,20:54,3,3,40,97,30.22
19,21:54,3,3,40,93,30.21
19,22:54,3,3,40,93,30.19
19,23:54,3,3,39,96,30.19
20,0:54,3,4,39,93,30.17
20,1:54,3,4,39,93,30.11
20,2:54,3,4,39,93,30.09
20,3:54,3,4,39,93,30.06
20,4:54,3,4,39,96,30.05
20,5:54,3,4,39,96,30.02
20,6:54,3,4,41,93,30
20,7:54,3,4,44,93,29.97
20,8:54,3,4,46,93,29.93
20,9:54,3,4,48,93,29.9
20,10:54,3,4,51,89,29.85
20,11:54,3,4,53,86,29.84
20,12:54,3,4,58,84,29.77
20,13:54,3,4,63,73,29.73
20,14:54,3,4,65,70,29.68
20,15:54,3,4,67,68,29.65
20,16:54,3,4,67,68,29.66
20,17:54,3,4,66,70,29.67
20,18:54,3,4,65,73,29.69
20,19:54,3,4,65,73,29.72
20,20:54,3,4,65,73,29.74
20,21:54,3,4,63,75,29.76
20,22:54,3,4,60,60,29.8
20,23:54,3,4,57,53,29.85
21,0:54,3,5,54,49,29.89
21,1:54,3,5,51,46,29.93
21,2:54,3,5,48,52,29.96
21,3:54,3,5,47,52,30.01
21,4:54,3,5,45,54,30.08
21,5:54,3,5,43,51,30.13
21,6:54,3,5,40,43,30.17
21,7:54,3,5,38,48,30.23
21,8:54,3,5,40,43,30.25
21,9:54,3,5,41,41,30.28
21,10:54,3,5,43,37,30.3
21,11:54,3,5,45,34,30.3
21,12:54,3,5,47,25,30.29
21,13:54,3,5,47,24,30.29
21,14:54,3,5,45,39,30.3
21,15:54,3,5,41,53,30.31
21,16:54,3,5,40,51,30.33
21,17:54,3,5,38,55,30.35
21,18:54,3,5,37,57,30.38
21,19:54,3,5,38,44,30.41
21,20:54,3,5,35,37,30.43
21,21:54,3,5,35,32,30.45
21,22:54,3,5,33,29,30.47
21,23:54,3,5,31,29,30.5
22,0:54,3,6,30,30,30.53
22,1:54,3,6,29,31,30.53
22,2:54,3,6,28,37,30.55
22,3:54,3,6,27,41,30.58
22,4:54,3,6,27,41,30.62
22,5:54,3,6,26,40,30.64
22,6:54,3,6,27,41,30.68
22,7:54,3,6,29,41,30.69
22,8:54,3,6,31,42,30.71
22,9:54,3,6,32,38,30.72
22,10:54,3,6,32,36,30.72
22,11:54,3,6,32,41,30.73
22,12:54,3,6,31,45,30.73
22,13:54,3,6,32,47,30.72
22,14:54,3,6,32,45,30.71
22,15:54,3,6,32,43,30.7
22,16:54,3,6,31,47,30.71
22,17:54,3,6,30,49,30.73
22,18:54,3,6,30,54,30.73
22,19:54,3,6,30,56,30.74
22,20:54,3,6,29,58,30.74
22,21:54,3,6,30,58,30.75
22,22:54,3,6,30,56,30.75
22,23:54,3,6,29,61,30.73
23,0:54,3,0,29,58,30.75
23,1:54,3,0,28,60,30.72
23,2:54,3,0,29,63,30.69
23,3:54,3,0,31,59,30.7
23,4:54,3,0,31,59,30.68
23,5:54,3,0,31,61,30.67
23,6:54,3,0,32,64,30.64
23,7:54,3,0,33,64,30.63
23,8:54,3,0,34,64,30.6
23,9:54,3,0,36,62,30.58
23,10:54,3,0,37,62,30.58
23,11:54,3,0,38,60,30.53
23,12:54,3,0,38,62,30.48
23,13:54,3,0,37,67,30.41
23,14:54,3,0,34,89,30.37
23,15:54,3,0,34,92,30.31
23,16:54,3,0,34,92,30.24
23,17:54,3,0,37,93,30.18
23,18:54,3,0,39,93,30.12
23,19:54,3,0,40,93,30.05
23,20:54,3,0,41,93,30.03
23,21:54,3,0,40,97,30.01
23,22:54,3,0,36,93,29.95
23,23:54,3,0,36,93,29.9
24,0:54,3,1,36,93,29.87
24,1:54,3,1,35,93,29.88
24,2:54,3,1,34,92,29.89
24,3:54,3,1,35,93,29.91
24,4:54,3,1,35,93,29.95
24,5:54,3,1,35,93,29.98
24,6:54,3,1,36,89,30.01
24,7:54,3,1,38,86,30.03
24,8:54,3,1,41,79,30.06
24,9:54,3,1,44,68,30.07
24,10:54,3,1,47,63,30.08
24,11:54,3,1,46,61,30.07
24,12:54,3,1,47,61,30.06
24,13:54,3,1,44,71,30.06
24,14:54,3,1,47,56,30.07
24,15:54,3,1,48,54,30.08
24,16:54,3,1,46,54,30.11
24,17:54,3,1,46,54,30.13
24,18:54,3,1,43,58,30.16
24,19:54,3,1,42,58,30.18
24,20:54,3,1,40,63,30.19
24,21:54,3,1,39,65,30.19
24,22:54,3,1,38,65,30.21
24,23:54,3,1,38,68,30.21
25,0:54,3,2,38,68,30.2
25,1:54,3,2,37,73,30.19
25,2:54,3,2,38,70,30.19
25,3:54,3,2,40,70,30.19
25,4:54,3,2,39,70,30.18
25,5:54,3,2,39,73,30.18
25,6:54,3,2,40,77,30.21
25,7:54,3,2,41,76,30.2
25,8:54,3,2,40,73,30.2
25,9:54,3,2,41,70,30.2
25,10:54,3,2,42,65,30.19
25,11:54,3,2,42,71,30.18
25,12:54,3,2,42,73,30.19
25,13:54,3,2,42,73,30.17
25,14:54,3,2,42,68,30.14
25,15:54,3,2,42,65,30.11
25,16:54,3,2,40,73,30.1
25,17:54,3,2,40,77,30.11
25,18:54,3,2,39,73,30.09
25,19:54,3,2,39,70,30.09
25,20:54,3,2,39,73,30.09
25,21:54,3,2,38,76,30.06
25,22:54,3,2,37,76,30.05
25,23:54,3,2,37,73,30.05
26,0:54,3,3,36,76,30.05
26,1:54,3,3,36,76,30.03
26,2:54,3,3,36,76,30.01
26,3:54,3,3,34,79,30.01
26,4:54,3,3,34,82,30.02
26,5:54,3,3,32,85,30.02
26,6:54,3,3,34,85,30.04
26,7:54,3,3,39,70,30.04
26,8:54,3,3,41,65,30.03
26,9:54,3,3,44,51,30.02
26,10:54,3,3,45,48,30
26,11:54,3,3,44,58,29.98
26,12:54,3,3,44,55,29.95
26,13:54,3,3,45,58,29.92
26,14:54,3,3,44,53,29.89
26,15:54,3,3,43,53,29.88
26,16:54,3,3,42,58,29.88
26,17:54,3,3,40,60,29.87
26,18:54,3,3,42,47,29.85
26,19:54,3,3,41,53,29.83
26,20:54,3,3,41,55,29.79
26,21:54,3,3,41,62,29.79
26,22:54,3,3,41,73,29.76
26,23:54,3,3,43,71,29.74
27,0:54,3,4,45,68,29.71
27,1:54,3,4,45,68,29.69
27,2:54,3,4,47,69,29.69
27,3:54,3,4,47,71,29.68
27,4:54,3,4,46,73,29.66
27,5:54,3,4,50,63,29.69
27,6:54,3,4,50,66,29.7
27,7:54,3,4,52,59,29.72
27,8:54,3,4,53,47,29.75
27,9:54,3,4,56,32,29.76
27,10:54,3,4,57,27,29.77
27,11:54,3,4,58,24,29.77
27,12:54,3,4,59,23,29.78
27,13:54,3,4,60,20,29.8
27,14:54,3,4,61,16,29.81
27,15:54,3,4,61,15,29.83
27,16:54,3,4,59,16,29.85
27,17:54,3,4,57,19,29.89
27,18:54,3,4,54,24,29.94
27,19:54,3,4,51,27,29.98
27,20:54,3,4,50,30,30.01
27,21:54,3,4,48,32,30.05
27,22:54,3,4,48,32,30.07
27,23:54,3,4,46,34,30.09
28,0:54,3,5,44,35,30.11
28,1:54,3,5,43,37,30.11
28,2:54,3,5,43,35,30.12
28,3:54,3,5,39,45,30.11
28,4:54,3,5,38,46,30.13
28,5:54,3,5,38,51,30.15
28,6:54,3,5,42,41,30.18
28,7:54,3,5,45,35,30.17
28,8:54,3,5,45,37,30.19
28,9:54,3,5,47,39,30.19
28,10:54,3,5,47,41,30.19
28,11:54,3,5,46,54,30.18
28,12:54,3,5,46,61,30.16
28,13:54,3,5,45,68,30.16
28,14:54,3,5,46,68,30.13
28,15:54,3,5,46,73,30.14
28,16:54,3,5,47,71,30.13
28,17:54,3,5,48,63,30.16
28,18:54,3,5,47,69,30.18
28,19:54,3,5,45,74,30.2
28,20:54,3,5,44,83,30.2
28,21:54,3,5,42,89,30.2
28,22:54,3,5,42,89,30.18
28,23:54,3,5,42,92,30.16
29,0:54,3,6,42,92,30.15
29,1:54,3,6,42,92,30.15
29,2:54,3,6,42,92,30.16
29,3:54,3,6,42,96,30.16
29,4:54,3,6,42,96,30.17
29,5:54,3,6,42,96,30.18
29,6:54,3,6,42,96,30.18
29,7:54,3,6,43,93,30.17
29,8:54,3,6,43,93,30.18
29,9:54,3,6,42,92,30.18
29,10:54,3,6,42,82,30.16
29,11:54,3,6,41,89,30.2
29,12:54,3,6,41,93,30.1
29,13:54,3,6,40,93,30.09
29,14:54,3,6,40,89,30.09
29,15:54,3,6,39,93,30.04
29,16:54,3,6,39,93,30.03
29,17:54,3,6,40,93,30.03
29,18:54,3,6,39,96,30
29,19:54,3,6,40,93,29.99
29,20:54,3,6,40,97,30
29,21:54,3,6,40,93,30
29,22:54,3,6,39,96,29.93
29,23:54,3,6,40,93,29.96
30,0:54,3,0,40,93,29.96
30,1:54,3,0,40,93,29.96
30,2:54,3,0,40,93,29.96
30,3:54,3,0,40,93,29.97
30,4:54,3,0,40,97,29.98
30,5:54,3,0,40,93,29.99
30,6:54,3,0,39,93,29.99
30,7:54,3,0,39,93,30
30,8:54,3,0,40,93,30
30,9:54,3,0,41,89,29.99
30,10:54,3,0,41,93,29.97
30,11:54,3,0,42,85,29.96
30,12:54,3,0,41,89,29.95
30,13:54,3,0,40,93,29.95
30,14:54,3,0,40,93,29.96
30,15:54,3,0,40,93,29.96
30,16:54,3,0,39,93,29.99
30,17:54,3,0,39,89,30.01
30,18:54,3,0,38,89,30.02
30,19:54,3,0,37,89,30.03
30,20:54,3,0,37,89,30.03
30,21:54,3,0,37,89,30.04
30,22:54,3,0,37,93,30.04
30,23:54,3,0,37,89,30.03
31,0:54,3,1,36,93,30.04
31,1:54,3,1,36,89,30.05
31,2:54,3,1,35,89,30.05
31,3:54,3,1,34,89,30.05
31,4:54,3,1,34,89,30.05
31,5:54,3,1,34,85,30.07
31,6:54,3,1,34,82,30.08
31,7:54,3,1,35,76,30.09
31,8:54,3,1,36,73,30.1
31,9:54,3,1,37,67,30.07
31,10:54,3,1,39,65,30.06
31,11:54,3,1,40,65,30.03
31,12:54,3,1,39,70,30.04
31,13:54,3,1,38,70,30.03
31,14:54,3,1,37,70,30.04
31,15:54,3,1,37,70,30.02
31,16:54,3,1,36,73,30.03
31,17:54,3,1,35,72,30.02
31,18:54,3,1,35,72,30.02
31,19:54,3,1,35,72,30.02
31,20:54,3,1,34,75,30
31,21:54,3,1,35,76,29.99
31,22:54,3,1,33,78,29.98
31,23:54,3,1,33,78,29.96
1,0:54,4,2,32,79,29.93
1,1:54,4,2,32,79,29.91
1,2:54,4,2,32,79,29.9
1,3:54,4,2,32,79,29.9
1,4:54,4,2,31,82,29.86
1,5:54,4,2,32,85,29.86
1,6:54,4,2,35,85,29.87
1,7:54,4,2,37,73,29.86
1,8:54,4,2,37,67,29.86
1,9:54,4,2,38,68,29.84
1,10:54,4,2,39,65,29.83
1,11:54,4,2,39,67,29.81
1,12:54,4,2,40,68,29.79
1,13:54,4,2,40,65,29.79
1,14:54,4,2,43,60,29.76
1,15:54,4,2,42,65,29.75
1,16:54,4,2,43,63,29.74
1,17:54,4,2,41,67,29.74
1,18:54,4,2,40,73,29.73
1,19:54,4,2,41,70,29.73
1,20:54,4,2,41,70,29.71
1,21:54,4,2,42,65,29.7
1,22:54,4,2,42,65,29.68
1,23:54,4,2,41,67,29.67
2,0:54,4,3,40,77,29.65
2,1:54,4,3,40,79,29.62
2,2:54,4,3,39,79,29.61
2,3:54,4,3,40,73,29.59
2,4:54,4,3,39,76,29.58
2,5:54,4,3,39,76,29.59
2,6:54,4,3,40,77,29.58
2,7:54,4,3,41,73,29.57
2,8:54,4,3,42,73,29.56
2,9:54,4,3,44,71,29.54
2,10:54,4,3,46,68,29.52
2,11:54,4,3,46,66,29.51
2,12:54,4,3,46,66,29.5
2,13:54,4,3,45,71,29.5
2,14:54,4,3,44,76,29.49
2,15:54,4,3,44,76,29.49
2,16:54,4,3,42,82,29.49
2,17:54,4,3,41,82,29.49
2,18:54,4,3,40,86,29.5
2,19:54,4,3,39,89,29.5
2,20:54,4,3,40,86,29.49
2,21:54,4,3,40,86,29.48
2,22:54,4,3,40,89,29.47
2,23:54,4,3,41,89,29.47
3,0:54,4,4,41,89,29.45
3,1:54,4,4,42,89,29.44
3,2:54,4,4,42,89,29.44
3,3:54,4,4,42,92,29.44
3,4:54,4,4,43,93,29.47
3,5:54,4,4,44,89,29.48
3,6:54,4,4,44,89,29.49
3,7:54,4,4,44,89,29.52
3,8:54,4,4,44,89,29.55
3,9:54,4,4,44,93,29.57
3,10:54,4,4,44,93,29.59
3,11:54,4,4,44,93,29.61
3,12:54,4,4,44,93,29.64
3,13:54,4,4,44,93,29.67
3,14:54,4,4,44,93,29.69
3,15:54,4,4,44,93,29.72
3,16:54,4,4,44,93,29.75
3,17:54,4,4,44,93,29.78
3,18:54,4,4,44,89,29.81
3,19:54,4,4,43,93,29.84
3,20:54,4,4,43,93,29.86
3,21:54,4,4,42,92,29.88
3,22:54,4,4,42,92,29.89
3,23:54,4,4,41,93,29.91
4,0:54,4,5,41,93,29.92
4,1:54,4,5,41,89,29.93
4,2:54,4,5,40,93,29.94
4,3:54,4,5,40,89,29.94
4,4:54,4,5,40,89,29.97
4,5:54,4,5,40,86,30
4,6:54,4,5,39,86,30.02
4,7:54,4,5,40,83,30.03
4,8:54,4,5,40,83,30.05
4,9:54,4,5,41,82,30.06
4,10:54,4,5,43,76,30.06
4,11:54,4,5,43,76,30.05
4,12:54,4,5,43,80,30.04
4,13:54,4,5,43,76,30.03
4,14:54,4,5,43,76,30.01
4,15:54,4,5,41,79,30.01
4,16:54,4,5,41,79,30.01
4,17:54,4,5,39,82,30.03
4,18:54,4,5,39,82,30.03
4,19:54,4,5,39,82,30.03
4,20:54,4,5,39,86,30.04
4,21:54,4,5,39,86,30.04
4,22:54,4,5,39,86,30.05
4,23:54,4,5,39,86,30.05
5,0:54,4,6,39,86,30.05
5,1:54,4,6,40,83,30.04
5,2:54,4,6,40,83,30.04
5,3:54,4,6,41,79,30.05
5,4:54,4,6,40,83,30.05
5,5:54,4,6,40,83,30.07
5,6:54,4,6,41,82,30.08
5,7:54,4,6,42,76,30.09
5,8:54,4,6,44,76,30.09
5,9:54,4,6,45,74,30.08
5,10:54,4,6,47,77,30.06
5,11:54,4,6,46,79,30.05
5,12:54,4,6,46,79,30.03
5,13:54,4,6,47,71,30.01
5,14:54,4,6,47,74,29.98
5,15:54,4,6,50,68,29.97
5,16:54,4,6,54,62,29.96
5,17:54,4,6,51,64,29.97
5,18:54,4,6,49,66,29.96
5,19:54,4,6,47,71,29.97
5,20:54,4,6,46,73,29.97
5,21:54,4,6,45,80,29.97
5,22:54,4,6,46,77,29.96
5,23:54,4,6,46,79,29.95
6,0:54,4,0,47,77,29.95
6,1:54,4,0,46,79,29.95
6,2:54,4,0,47,71,29.96
6,3:54,4,0,47,63,29.97
6,4:54,4,0,45,66,29.98
6,5:54,4,0,44,65,30
6,6:54,4,0,47,54,30.01
6,7:54,4,0,49,46,30.01
6,8:54,4,0,51,41,30.01
6,9:54,4,0,53,32,30
6,10:54,4,0,55,30,29.99
6,11:54,4,0,53,35,29.96
6,12:54,4,0,53,45,29.93
6,13:54,4,0,55,37,29.9
6,14:54,4,0,58,33,29.88
6,15:54,4,0,61,17,29.86
6,16:54,4,0,60,16,29.87
6,17:54,4,0,58,18,29.87
6,18:54,4,0,56,17,29.88
6,19:54,4,0,54,19,29.89
6,20:54,4,0,46,68,29.89
6,21:54,4,0,45,71,29.89
6,22:54,4,0,50,33,29.89
6,23:54,4,0,49,35,29.9
7,0:54,4,1,48,34,29.9
7,1:54,4,1,49,32,29.89
7,2:54,4,1,48,29,29.88
7,3:54,4,1,47,30,29.88
7,4:54,4,1,47,30,29.89
7,5:54,4,1,47,33,29.91
7,6:54,4,1,48,33,29.91
7,7:54,4,1,50,32,29.9
7,8:54,4,1,54,29,29.89
7,9:54,4,1,56,27,29.88
7,10:54,4,1,58,23,29.86
7,11:54,4,1,59,26,29.84
7,12:54,4,1,59,24,29.81
7,13:54,4,1,59,25,29.78
7,14:54,4,1,61,24,29.75
7,15:54,4,1,62,21,29.72
7,16:54,4,1,56,37,29.72
7,17:54,4,1,50,57,29.72
7,18:54,4,1,48,61,29.72
7,19:54,4,1,48,58,29.72
7,20:54,4,1,48,61,29.71
7,21:54,4,1,49,56,29.69
7,22:54,4,1,50,52,29.67
7,23:54,4,1,48,63,29.65
8,0:54,4,2,45,77,29.62
8,1:54,4,2,46,73,29.58
8,2:54,4,2,46,77,29.58
8,3:54,4,2,46,66,29.55
8,4:54,4,2,47,66,29.57
8,5:54,4,2,45,77,29.56
8,6:54,4,2,44,83,29.57
8,7:54,4,2,44,85,29.55
8,8:54,4,2,45,83,29.57
8,9:54,4,2,45,90,29.57
8,10:54,4,2,45,86,29.56
8,11:54,4,2,46,83,29.56
8,12:54,4,2,46,77,29.58
8,13:54,4,2,46,79,29.57
8,14:54,4,2,46,77,29.58
8,15:54,4,2,45,80,29.59
8,16:54,4,2,44,83,29.61
8,17:54,4,2,44,79,29.61
8,18:54,4,2,42,85,29.62
8,19:54,4,2,43,82,29.64
8,20:54,4,2,42,79,29.65
8,21:54,4,2,43,65,29.65
8,22:54,4,2,43,68,29.63
8,23:54,4,2,43,63,29.61
9,0:54,4,3,43,65,29.59
9,1:54,4,3,43,68,29.58
9,2:54,4,3,42,82,29.57
9,3:54,4,3,42,85,29.57
9,4:54,4,3,42,89,29.56
9,5:54,4,3,43,89,29.56
9,6:54,4,3,45,86,29.54
9,7:54,4,3,45,86,29.5
9,8:54,4,3,47,83,29.45
9,9:54,4,3,47,86,29.4
9,10:54,4,3,47,86,29.32
9,11:54,4,3,47,83,29.27
9,12:54,4,3,45,90,29.21
9,13:54,4,3,46,86,29.12
9,14:54,4,3,46,93,29.08
9,15:54,4,3,47,97,29.03
9,16:54,4,3,47,90,29.04
9,17:54,4,3,46,89,29.03
9,18:54,4,3,44,76,29.07
9,19:54,4,3,43,74,29.14
9,20:54,4,3,43,68,29.16
9,21:54,4,3,42,62,29.17
9,22:54,4,3,42,55,29.16
9,23:54,4,3,41,53,29.16
10,0:54,4,4,40,53,29.15
10,1:54,4,4,40,49,29.13
10,2:54,4,4,40,47,29.14
10,3:54,4,4,39,50,29.15
10,4:54,4,4,39,50,29.15
10,5:54,4,4,39,53,29.16
10,6:54,4,4,41,51,29.15
10,7:54,4,4,43,47,29.14
10,8:54,4,4,44,47,29.14
10,9:54,4,4,46,44,29.14
10,10:54,4,4,46,38,29.15
10,11:54,4,4,46,40,29.14
10,12:54,4,4,47,42,29.15
10,13:54,4,4,47,39,29.15
10,14:54,4,4,47,48,29.18
10,15:54,4,4,43,71,29.24
10,16:54,4,4,39,76,29.31
10,17:54,4,4,42,62,29.35
10,18:54,4,4,42,62,29.41
10,19:54,4,4,41,67,29.47
10,20:54,4,4,41,62,29.5
10,21:54,4,4,40,65,29.52
10,22:54,4,4,40,63,29.55
10,23:54,4,4,40,65,29.57
11,0:54,4,5,39,67,29.59
11,1:54,4,5,39,67,29.6
11,2:54,4,5,39,60,29.63
11,3:54,4,5,38,62,29.65
11,4:54,4,5,38,60,29.67
11,5:54,4,5,38,60,29.7
11,6:54,4,5,39,57,29.71
11,7:54,4,5,42,49,29.73
11,8:54,4,5,45,40,29.74
11,9:54,4,5,46,37,29.75
11,10:54,4,5,47,36,29.73
11,11:54,4,5,49,32,29.73
11,12:54,4,5,51,29,29.73
11,13:54,4,5,51,27,29.74
11,14:54,4,5,51,25,29.75
11,15:54,4,5,51,26,29.77
11,16:54,4,5,50,27,29.8
11,17:54,4,5,48,28,29.84
11,18:54,4,5,46,32,29.89
11,19:54,4,5,45,35,29.94
11,20:54,4,5,44,40,29.97
11,21:54,4,5,43,40,30
11,22:54,4,5,43,38,30.02
11,23:54,4,5,42,38,30.04
12,0:54,4,6,41,39,30.06
12,1:54,4,6,39,43,30.08
12,2:54,4,6,39,43,30.1
12,3:54,4,6,38,44,30.12
12,4:54,4,6,36,52,30.15
12,5:54,4,6,38,51,30.19
12,6:54,4,6,42,45,30.21
12,7:54,4,6,47,39,30.22
12,8:54,4,6,48,37,30.22
12,9:54,4,6,52,35,30.23
12,10:54,4,6,54,34,30.21
12,11:54,4,6,57,30,30.19
12,12:54,4,6,57,33,30.18
12,13:54,4,6,58,32,30.17
12,14:54,4,6,60,28,30.16
12,15:54,4,6,58,38,30.16
12,16:54,4,6,55,37,30.18
12,17:54,4,6,53,48,30.16
12,18:54,4,6,51,61,30.15
12,19:54,4,6,51,69,30.18
12,20:54,4,6,50,74,30.19
12,21:54,4,6,50,77,30.18
12,22:54,4,6,49,80,30.16
12,23:54,4,6,50,83,30.14
13,0:54,4,0,52,80,30.11
13,1:54,4,0,53,77,30.07
13,2:54,4,0,55,74,30.05
13,3:54,4,0,55,77,30.05
13,4:54,4,0,54,87,30.03
13,5:54,4,0,54,90,30.01
13,6:54,4,0,54,93,29.98
13,7:54,4,0,53,96,29.97
13,8:54,4,0,53,93,29.9
13,9:54,4,0,55,93,29.85
13,10:54,4,0,57,90,29.78
13,11:54,4,0,59,87,29.71
13,12:54,4,0,59,90,29.7
13,13:54,4,0,59,87,29.6
13,14:54,4,0,59,83,29.55
13,15:54,4,0,59,90,29.49
13,16:54,4,0,59,90,29.5
13,17:54,4,0,59,90,29.49
13,18:54,4,0,59,90,29.51
13,19:54,4,0,59,90,29.55
13,20:54,4,0,59,90,29.59
13,21:54,4,0,60,86,29.64
13,22:54,4,0,58,87,29.68
13,23:54,4,0,59,75,29.74
14,0:54,4,1,52,61,29.8
14,1:54,4,1,50,59,29.83
14,2:54,4,1,48,61,29.85
14,3:54,4,1,48,56,29.89
14,4:54,4,1,47,52,29.91
14,5:54,4,1,46,50,29.96
14,6:54,4,1,46,42,30
14,7:54,4,1,48,39,30.02
14,8:54,4,1,49,41,30.03
14,9:54,4,1,51,38,30.02
14,10:54,4,1,51,38,30.01
14,11:54,4,1,54,35,29.99
14,12:54,4,1,54,35,29.98
14,13:54,4,1,57,33,29.96
14,14:54,4,1,56,30,29.94
14,15:54,4,1,56,33,29.93
14,16:54,4,1,56,32,29.93
14,17:54,4,1,54,29,29.92
14,18:54,4,1,53,24,29.92
14,19:54,4,1,52,23,29.95
14,20:54,4,1,51,25,29.96
14,21:54,4,1,50,26,29.97
14,22:54,4,1,50,26,29.97
14,23:54,4,1,49,33,29.95
15,0:54,4,2,47,50,29.94
15,1:54,4,2,47,44,29.91
15,2:54,4,2,47,41,29.9
15,3:54,4,2,43,63,29.92
15,4:54,4,2,42,65,29.92
15,5:54,4,2,40,70,29.95
15,6:54,4,2,41,70,29.92
15,7:54,4,2,42,65,29.91
15,8:54,4,2,43,58,29.89
15,9:54,4,2,44,51,29.89
15,10:54,4,2,48,44,29.86
15,11:54,4,2,48,44,29.83
15,12:54,4,2,48,46,29.82
15,13:54,4,2,50,28,29.78
15,14:54,4,2,52,22,29.77
15,15:54,4,2,50,24,29.8
15,16:54,4,2,49,22,29.82
15,17:54,4,2,46,24,29.83
15,18:54,4,2,45,24,29.87
15,19:54,4,2,44,26,29.92
